2,3,1,1,34
1,13,1,1,26
16,31,13,1,29
4,12,1,1,36
6,10,2,0,34
1,6,1,1,34
4,15,0,1,23
9,19,2,1,50
5,12,4,1,24
1,8,0,1,23
2,5,3,1,32
14,15,2,1,26
21,41,3,1,22
2,5,0,1,22
3,4,8,1,37
6,12,0,1,27
7,9,0,0,21
2,5,1,1,29
6,11,3,1,29
5,8,2,1,20
1,7,1,0,26
0,4,2,1,19
13,22,4,1,30
7,10,4,1,31
24,56,2,0,45
3,5,2,1,24
8,21,0,1,19
8,37,1,1,28
0,3,0,0,22
0,4,1,1,31
7,7,5,1,33
10,17,5,1,28
9,22,2,1,29
8,19,2,1,20
3,28,2,1,28
8,14,8,1,23
4,13,0,1,25
5,14,3,1,23
5,18,0,0,20
12,21,1,1,36
0,2,0,1,26
3,13,2,1,26
3,4,3,1,23
2,7,0,1,21
7,10,3,0,27
4,14,4,1,36
5,11,2,1,39
4,3,1,1,34
1,9,1,1,30
13,24,6,1,44
14,27,3,1,27
3,17,4,1,37
19,25,8,1,41
11,10,2,1,21
16,34,7,1,27
7,20,2,1,21
1,1,0,0,24
13,11,6,1,42
3,10,3,1,38
4,3,1,1,36
1,8,1,1,24
16,16,11,0,29
4,5,1,1,25
1,3,0,1,26
6,3,3,1,23
15,31,5,1,21
28,50,6,1,20
16,45,5,1,30
11,14,4,1,24
7,14,3,1,37
4,15,0,0,19
12,28,4,1,20
3,8,1,1,27
3,13,1,1,20
7,12,1,1,21
7,14,0,1,41
1,10,0,1,36
12,15,5,1,34
13,21,0,1,28
0,1,0,1,37
5,3,2,1,36
1,4,0,1,32
5,12,3,1,23
9,17,3,1,22
8,14,0,1,36
5,10,2,1,27
10,73,0,1,39
8,23,4,1,26
2,2,0,0,26
8,12,1,1,34
1,8,1,1,35
3,5,0,1,27
0,3,0,1,24
25,20,11,1,43
5,3,4,1,42
1,2,1,1,24
16,26,3,1,27
4,20,1,1,32
1,7,0,1,22
13,19,2,1,25
5,9,1,1,24
5,16,2,1,26
4,15,3,1,33
3,5,3,1,20
6,9,3,1,37
12,14,5,1,40
9,14,5,1,29
6,8,2,1,26
4,19,2,1,32
2,20,4,1,35
4,10,2,1,29
3,17,0,1,25
3,11,2,1,33
4,8,1,1,25
2,11,0,0,39
2,9,0,0,30
11,14,2,1,28
6,20,2,1,39
1,4,0,0,19
15,30,1,1,21
12,21,3,1,29
6,22,2,1,29
9,9,14,1,39
7,7,1,1,37
7,11,2,1,35
1,3,0,1,29
11,28,3,1,30
3,6,3,1,20
9,36,5,1,27
15,13,5,1,28
12,26,5,0,31
4,11,2,1,28
3,11,3,1,40
11,18,4,1,42
10,27,1,1,27
26,63,2,1,21
5,19,5,1,27
5,11,0,1,22
2,11,2,1,24
22,37,8,1,26
7,13,2,1,25
8,22,0,1,25
2,11,0,1,39
2,13,1,1,39
6,20,0,1,25
3,2,2,1,38
1,9,0,0,27
4,9,3,1,23
11,16,4,1,29
9,20,1,1,32
2,11,0,1,30
2,16,2,1,34
10,6,1,1,20
6,11,3,1,23
4,1,0,1,33
5,8,2,1,36
7,11,0,1,25
11,25,3,1,33
4,10,1,1,20
10,13,10,1,32
3,19,1,1,40
2,5,0,1,18
10,32,0,1,21
1,8,0,1,34
14,33,3,1,47
5,13,0,1,42
0,5,0,1,36
7,16,0,1,19
1,2,7,1,40
0,2,0,1,28
1,2,2,0,21
4,20,3,0,46
8,9,0,1,26
4,13,3,1,45
1,3,1,1,23
0,1,0,1,38
0,10,0,1,20
0,3,0,1,21
6,13,3,1,33
8,28,2,0,23
9,38,0,0,20
11,17,1,1,28
13,25,3,1,30
