9,10,1,1
9,29,2,1
4,11,0,1
2,16,1,1
4,14,0,1
8,27,0,1
10,10,2,1
11,24,0,1
2,10,0,1
4,22,1,1
9,21,4,1
0,5,0,1
7,35,2,1
1,7,0,1
0,4,0,1
8,14,4,1
3,9,1,1
1,21,4,1
10,25,2,1
1,3,2,1
3,9,0,1
4,7,1,1
7,20,0,1
4,22,1,1
0,6,1,1
7,10,0,1
3,2,0,1
4,10,3,1
6,17,1,1
6,9,2,1
6,24,1,1
1,3,0,1
3,3,0,1
12,15,4,1
0,1,1,1
3,6,0,1
2,2,0,1
6,16,2,1
5,6,1,1
1,6,0,1
4,9,4,1
4,6,1,1
4,12,2,1
2,6,3,1
0,3,1,1
4,12,0,1
9,16,0,1
2,6,2,1
8,27,1,1
4,2,1,1
5,18,0,1
6,23,6,1
2,17,2,1
0,9,0,1
5,3,1,1
3,2,3,1
11,27,2,1
4,3,2,1
2,7,1,1
9,14,1,1
6,21,2,1
9,24,2,1
1,10,0,1
8,21,2,1
3,4,0,1
4,22,0,1
5,18,1,1
6,8,2,1
2,11,0,1
12,27,4,1
34,91,10,1
15,42,6,1
3,6,0,1
2,9,0,1
7,15,0,1
10,21,0,1
3,8,1,1
14,15,5,1
6,17,1,1
3,5,0,1
4,4,1,1
8,17,1,1
7,5,4,1
3,5,1,1
1,10,1,1
3,5,0,1
4,20,1,1
2,5,0,1
13,21,0,1
1,5,3,1
6,16,2,1
3,7,0,1
1,3,0,1
1,2,1,1
4,4,2,1
2,6,1,1
3,10,2,1
7,11,0,1
1,4,2,1
1,11,0,1
6,5,1,1
0,5,0,1
4,10,1,1
1,2,1,1
4,4,0,1
2,4,1,1
1,8,0,1
8,21,4,1
13,29,2,1
0,6,0,1
7,16,4,1
6,18,1,1
2,5,0,1
8,16,1,1
0,1,0,1
2,5,0,1
8,14,3,1
4,6,4,1
9,18,1,1
2,5,0,1
5,20,1,1
2,10,0,1
4,3,3,1
0,3,0,1
5,11,1,1
4,13,1,1
2,9,2,1
2,7,1,1
1,4,2,1
12,15,4,1
24,19,5,1
15,15,12,1
6,7,1,1
4,9,4,1
0,5,0,1
12,34,1,1
2,1,1,1
13,32,0,1
4,9,1,1
3,7,4,1
8,18,0,1
15,23,2,1
7,16,2,1
16,20,6,1
2,12,1,1
3,6,0,1
4,20,2,1
7,10,3,1
12,11,4,1
6,4,4,1
0,2,0,1
3,7,2,1
3,7,5,1
7,28,2,1
9,10,0,1
9,30,5,1
3,4,1,1
6,13,0,1
5,16,2,1
0,5,0,1
11,43,1,1
22,52,3,1
14,8,2,1
5,28,0,1
3,6,2,1
2,1,3,1
7,24,2,1
11,28,2,1
2,14,1,1
13,6,5,1
1,11,0,1
7,19,1,1
0,2,0,1
4,7,2,1
4,4,0,1
8,37,1,1
17,31,1,1
6,18,4,1
8,20,2,1
3,18,0,1
2,4,4,1
2,8,2,1
4,10,0,1
0,3,0,1
3,5,1,1
8,5,8,1
9,10,1,1
20,45,4,1
5,16,1,1
11,10,5,1
1,9,0,1
10,41,1,1
1,3,0,1
4,1,1,1
7,9,5,1
18,28,1,1
4,5,0,1
6,11,4,1
4,1,2,1
10,19,5,1
5,3,1,1
4,15,1,1
1,5,2,1
2,5,1,1
1,5,0,1
0,4,1,1
1,2,0,1
5,11,3,1
0,1,0,1
0,1,0,1
0,5,1,1
5,8,2,1
3,5,0,1
6,10,0,1
1,4,0,1
0,2,0,1
4,12,2,1
2,13,3,1
5,1,4,1
1,9,1,1
6,15,4,1
10,18,2,1
12,19,3,1
5,9,1,1
2,3,1,1
7,16,4,1
6,19,0,1
9,11,5,1
4,14,2,1
15,28,5,1
7,13,3,1
3,20,1,1
0,1,1,1
11,4,10,1
6,13,7,1
8,22,1,1
3,4,0,1
2,5,1,1
12,46,4,1
1,7,2,1
5,4,0,1
7,25,0,1
31,78,8,1
3,2,0,1
0,1,0,1
4,9,2,1
4,5,2,1
17,36,1,1
2,4,1,1
4,8,1,1
1,9,0,1
6,9,0,1
10,18,2,1
0,2,0,1
6,25,1,1
0,1,0,1
2,19,2,1
0,1,0,1
2,21,7,1
5,31,2,1
5,8,1,1
6,14,1,1
6,20,1,1
10,22,1,1
7,11,3,1
4,10,0,1
9,21,1,1
1,7,2,1
6,7,0,1
0,5,1,1
2,6,0,1
2,4,2,1
4,2,1,1
1,2,1,1
1,13,2,1
8,14,6,1
2,5,1,1
2,2,1,1
9,15,5,1
0,12,0,1
2,2,1,1
3,11,2,1
1,8,0,1
11,16,5,1
8,17,4,1
11,44,7,1
0,7,0,1
4,11,1,1
6,14,0,1
10,21,1,1
9,14,1,1
7,15,1,1
0,1,0,1
14,24,5,1
13,18,4,1
0,3,1,1
5,8,1,1
7,12,3,1
0,2,1,1
7,31,0,1
6,16,1,1
16,25,3,1
6,8,2,1
22,75,11,1
1,8,0,1
1,1,0,1
11,37,2,1
3,9,0,1
6,10,3,1
1,6,0,1
0,1,0,1
4,16,1,1
3,9,0,1
3,11,0,1
4,10,0,1
5,4,1,1
12,55,3,1
1,1,0,1
8,12,1,1
6,16,2,1
1,5,0,1
1,6,2,1
18,35,6,1
2,9,2,1
8,20,1,1
3,15,0,1
5,7,4,1
3,13,1,1
10,16,1,1
4,28,4,1
7,10,1,1
1,5,1,1
8,7,4,1
0,3,0,1
13,36,2,1
6,16,0,1
3,11,2,1
1,3,0,1
2,4,1,1
4,6,0,1
2,7,0,1
4,13,2,1
6,5,1,1
1,6,2,1
26,41,11,1
9,26,5,1
2,4,0,1
2,8,0,1
2,6,2,1
3,6,0,1
3,4,1,1
3,3,0,1
1,5,0,1
12,24,4,1
15,40,6,1
6,17,1,1
3,8,2,1
14,29,4,1
3,11,3,1
11,29,3,1
5,25,0,1
4,6,2,1
3,5,1,1
5,16,1,1
7,5,5,1
6,13,5,1
7,20,0,1
8,9,7,1
3,11,2,1
8,10,5,1
0,2,0,1
6,8,1,1
0,4,0,1
2,19,2,1
23,47,6,1
25,29,3,1
4,15,1,1
9,22,1,1
9,16,4,1
4,6,1,1
1,6,1,1
9,16,2,1
7,12,5,1
6,17,0,1
4,22,2,1
3,4,0,1
7,22,1,1
14,15,4,1
6,8,1,1
2,9,1,1
7,14,4,1
12,34,4,1
3,12,0,1
7,17,5,1
11,15,1,1
20,22,4,1
3,12,0,1
10,10,2,1
9,14,0,1
0,1,2,1
0,3,0,1
5,5,1,1
2,2,0,1
3,8,2,1
9,27,3,1
5,14,2,1
5,6,3,1
2,16,0,1
10,22,1,1
13,33,3,1
12,28,4,1
7,21,0,1
7,13,3,1
2,11,1,1
0,6,0,1
7,24,1,1
0,26,3,1
6,7,3,1
2,6,3,1
4,15,1,1
3,10,1,1
8,12,4,1
5,12,6,1
4,10,1,1
5,16,1,1
3,14,3,1
6,18,2,1
9,20,4,1
5,11,2,1
11,29,2,1
12,38,0,1
5,14,0,1
2,13,0,1
4,15,2,1
2,4,4,1
9,16,2,1
2,8,1,1
2,5,0,1
0,4,0,1
4,14,2,1
4,26,3,1
2,7,0,1
1,5,1,1
2,4,0,1
0,1,0,1
0,4,0,1
2,2,0,1
0,1,0,1
13,46,1,1
4,4,0,1
9,8,9,1
9,23,1,1
13,23,3,1
1,7,0,1
4,2,1,1
2,5,0,1
0,1,2,1
7,11,1,1
2,4,1,1
1,1,0,1
14,82,4,1
1,1,2,1
3,7,2,1
3,15,1,1
1,3,0,1
2,3,0,1
8,17,1,1
1,1,0,1
4,14,2,1
16,23,4,1
0,4,1,1
5,5,7,1
1,2,0,1
6,15,0,1
6,8,1,1
2,3,0,1
5,7,1,1
9,12,2,1
0,7,0,1
4,8,0,1
1,8,1,1
0,1,0,1
2,3,0,1
1,1,1,1
4,13,0,1
4,13,2,1
3,3,0,1
12,28,1,1
5,22,1,1
1,7,2,1
7,27,1,1
2,17,8,1
1,3,0,1
3,2,1,1
4,10,2,1
20,26,8,1
3,1,0,1
1,5,1,1
2,4,0,1
2,5,0,1
3,12,0,1
11,32,5,1
0,3,0,1
2,9,0,1
15,41,0,1
0,3,1,1
4,4,2,1
0,2,0,1
1,3,3,1
5,14,2,1
6,15,1,1
4,12,2,1
7,20,1,1
9,23,5,1
2,4,0,1
10,15,4,1
4,12,1,1
1,2,4,1
1,1,0,1
2,9,4,1
1,4,0,1
2,8,0,1
7,23,3,1
7,19,3,1
4,8,1,1
0,1,0,1
2,4,0,1
13,2,0,1
0,3,0,1
18,46,2,1
7,18,0,1
11,20,2,1
1,2,0,1
1,12,1,1
1,5,1,1
0,8,1,1
0,1,0,1
0,2,1,1
5,5,0,1
3,7,1,1
6,16,2,1
1,10,1,1
7,11,0,1
3,3,2,1
11,24,6,1
3,6,0,1
5,8,2,1
2,22,2,1
6,15,0,1
0,6,0,1
12,15,3,1
2,22,0,1
0,5,1,1
3,14,0,1
8,16,0,1
5,11,0,1
2,7,0,1
3,7,1,1
13,17,5,1
1,7,0,1
1,7,1,1
0,4,0,1
2,5,0,1
17,34,4,1
3,13,3,1
4,1,0,1
10,24,1,1
5,22,0,1
13,15,1,1
2,5,0,1
0,10,0,1
2,7,2,1
1,8,1,1
4,13,1,1
7,11,1,1
2,4,0,1
5,8,2,1
5,2,1,1
0,2,1,1
5,19,1,1
13,14,1,1
8,12,4,1
5,14,2,1
6,11,0,1
6,17,4,1
2,6,1,1
9,16,2,1
7,17,1,1
1,6,0,1
4,9,0,1
2,9,1,1
6,16,0,1
5,13,1,1
4,10,1,1
6,23,1,1
12,19,3,1
5,24,2,1
1,7,1,1
8,14,1,1
0,6,0,1
1,6,1,1
14,42,3,1
2,3,3,1
3,11,2,1
8,3,6,1
3,3,1,1
1,1,1,1
8,9,2,1
0,2,0,1
2,10,3,1
0,1,0,1
11,11,2,1
5,7,2,1
5,8,2,1
4,16,0,1
2,2,2,1
6,13,1,1
16,38,5,1
11,27,5,1
3,6,1,1
2,5,2,1
10,23,1,1
3,7,0,1
15,38,3,1
3,34,0,1
4,6,3,1
6,7,0,1
5,14,5,1
3,9,1,1
16,32,4,1
2,3,0,1
3,9,0,1
5,6,0,1
6,17,6,1
6,16,3,1
1,2,1,1
3,6,1,1
4,18,4,1
2,4,1,1
2,10,0,1
4,13,1,1
0,2,0,1
10,9,1,1
1,5,1,1
5,5,1,1
1,2,0,1
8,7,2,1
0,8,0,1
7,17,4,1
5,30,5,1
5,19,1,1
4,12,1,1
3,11,1,1
5,7,3,1
1,11,0,1
3,10,2,1
0,5,0,1
2,2,2,1
3,4,0,1
4,7,3,1
3,21,2,1
9,25,1,1
6,16,3,1
0,1,0,1
9,24,2,1
0,2,1,1
28,35,5,1
4,2,0,1
10,10,4,1
15,45,4,1
12,14,3,1
3,5,0,1
4,11,1,1
3,8,5,1
0,1,2,1
1,3,1,1
0,9,1,1
2,11,5,1
4,34,1,1
2,5,1,1
13,36,1,1
11,32,5,1
3,3,2,1
6,12,4,1
8,13,2,1
4,8,0,1
4,9,0,1
0,8,2,1
1,3,0,1
5,17,3,1
2,1,0,1
11,20,4,1
5,5,0,1
3,8,1,1
1,5,1,1
5,9,0,1
6,16,1,1
10,23,4,1
7,14,2,1
3,6,0,1
5,5,2,1
11,17,2,1
3,12,2,1
1,2,0,1
0,9,0,1
1,5,0,1
4,13,4,1
3,11,1,1
2,2,3,1
4,11,3,1
0,1,0,1
1,10,0,1
2,10,2,1
11,19,2,1
10,34,1,1
0,4,0,1
4,3,0,1
2,8,0,1
14,28,3,1
4,14,3,1
0,1,0,1
0,6,0,1
7,25,1,1
1,8,0,1
11,22,9,1
1,6,1,1
3,8,1,1
0,1,0,1
3,10,1,1
0,1,1,1
7,23,1,1
5,10,0,1
5,21,2,1
4,25,0,1
2,2,0,1
0,1,0,1
6,14,1,1
2,7,2,1
0,3,1,1
4,14,1,1
1,2,1,1
2,13,1,1
3,7,1,1
4,20,3,1
1,7,1,1
2,1,0,1
2,10,3,1
11,26,1,1
3,11,1,1
3,11,1,1
5,13,3,1
7,21,3,1
0,3,1,1
0,1,0,1
1,4,0,1
0,4,0,1
0,2,1,1
6,16,0,1
5,3,0,1
3,5,1,1
1,4,2,1
0,3,1,1
2,15,0,1
6,13,4,1
2,4,3,1
10,32,2,1
17,23,6,1
10,24,0,1
1,2,0,1
19,32,2,1
3,2,0,1
0,3,1,1
3,6,0,1
5,21,0,1
3,4,3,1
9,17,1,1
4,5,2,1
4,16,1,1
4,12,1,1
2,6,1,1
1,3,1,1
0,10,1,1
6,9,4,1
5,11,2,1
13,37,2,1
14,20,9,1
4,10,0,1
8,14,2,1
13,26,1,1
19,66,7,1
3,7,4,1
35,56,23,1
28,39,5,1
6,14,1,1
16,28,5,1
6,22,3,1
0,4,0,1
1,6,0,1
1,8,0,1
4,24,3,1
5,3,2,1
9,20,4,1
11,24,1,1
4,8,0,1
7,12,3,1
3,3,0,1
2,10,0,1
5,11,0,1
9,13,2,1
17,13,6,1
4,5,0,1
0,7,1,1
13,14,9,1
4,6,1,1
9,9,3,1
1,9,0,1
9,28,2,1
11,25,1,1
15,11,3,1
1,7,0,1
3,1,2,1
7,13,1,1
23,33,5,1
3,3,0,1
6,24,5,1
4,11,4,1
12,18,5,1
7,27,4,1
4,27,2,1
7,9,1,1
12,20,3,1
3,10,3,1
7,9,0,1
3,11,0,1
0,4,0,1
3,15,1,1
5,9,2,1
6,11,3,1
5,18,2,1
6,10,3,1
4,7,0,1
5,19,0,1
1,2,0,1
0,2,0,1
7,21,1,1
2,15,1,1
6,7,3,1
10,16,0,1
0,2,1,1
10,23,8,1
0,2,0,1
7,20,5,1
5,12,3,1
6,9,1,1
9,11,3,1
2,13,0,1
6,4,2,1
1,6,1,1
2,1,2,1
16,21,1,1
0,4,2,1
7,20,1,1
7,7,4,1
6,20,1,1
12,25,0,1
0,2,1,1
5,8,2,1
23,9,5,1
5,9,4,1
4,27,5,1
2,4,0,1
4,5,1,1
17,13,7,1
6,13,1,1
8,8,0,1
2,8,0,1
9,9,0,1
7,10,3,1
5,17,0,1
8,13,2,1
22,50,12,1
2,2,1,1
4,26,3,1
1,3,0,1
12,29,3,1
4,19,1,1
5,19,1,1
16,11,7,1
1,2,0,1
7,14,1,1
3,2,2,1
5,14,0,1
13,25,3,1
10,14,12,1
4,8,1,1
5,16,0,1
28,41,5,1
8,25,1,1
5,18,0,1
9,41,1,1
1,6,0,1
0,2,0,1
6,27,2,1
21,40,3,1
0,1,1,1
1,5,2,1
5,7,2,1
2,8,2,1
13,24,7,1
15,13,8,1
4,4,0,1
1,6,0,1
3,1,1,1
10,14,8,1
9,11,1,1
8,3,3,1
3,12,0,1
13,21,4,1
11,15,4,1
19,23,12,1
2,6,1,1
2,5,1,1
5,8,3,1
0,7,1,1
2,11,3,1
0,5,0,1
17,14,3,1
0,1,0,1
5,10,6,1
5,6,0,1
14,20,3,1
4,14,2,1
7,5,1,1
3,12,0,1
3,7,0,1
3,9,0,1
0,1,0,0
0,6,0,0
0,1,0,0
0,1,2,0
11,20,7,0
0,2,0,0
0,2,0,0
1,1,0,0
5,12,2,0
2,8,0,0
1,0,0,0
1,2,0,0
1,4,2,0
1,3,4,0
2,3,1,0
4,12,2,0
0,1,0,0
0,3,1,0
0,3,0,0
6,11,2,0
1,3,0,0
2,4,0,0
2,2,2,0
2,1,4,0
0,4,0,0
0,1,0,0
2,7,2,0
0,6,3,0
12,38,3,0
0,7,0,0
0,1,1,0
0,1,0,0
0,1,0,0
0,6,0,0
0,6,1,0
5,12,0,0
2,7,1,0
1,2,1,0
0,3,1,0
1,2,3,0
1,5,0,0
0,1,0,0
3,0,1,0
8,15,1,0
11,30,5,0
1,15,4,0
5,9,1,0
9,10,3,0
2,3,0,0
0,2,0,0
8,15,10,0
0,2,1,0
4,15,0,0
5,6,0,0
2,4,5,0
0,8,0,0
3,5,0,0
4,4,3,0
1,2,0,0
0,3,0,0
0,2,0,0
5,14,2,0
2,3,0,0
0,3,1,0
3,11,0,0
0,1,0,0
3,14,1,0
0,3,0,0
3,13,0,0
7,6,5,0
1,1,0,0
1,1,0,0
8,20,2,0
0,1,0,0
0,2,1,0
1,1,2,0
9,1,4,0
4,7,0,0
4,6,2,0
1,0,4,0
1,4,0,0
2,1,1,0
4,2,3,0
2,9,1,0
1,2,1,0
1,1,0,0
1,5,0,0
2,3,4,0
0,1,0,0
11,11,1,0
8,11,2,0
8,7,10,0
0,1,1,0
1,14,3,0
2,7,0,0
1,3,0,0
0,2,1,0
0,2,0,0
3,0,1,0
4,12,2,0
0,1,0,0
0,1,0,0
22,7,14,0
1,7,0,0
0,3,0,0
0,2,0,0
5,5,3,0
5,7,0,0
0,9,0,0
1,4,0,0
6,9,1,0
0,2,0,0
1,2,5,0
0,1,1,0
2,2,5,0
0,1,0,0
3,10,2,0
2,12,1,0
6,10,1,0
0,2,1,0
26,3,3,0
5,10,4,0
1,3,1,0
3,8,0,0
4,0,0,0
2,2,1,0
0,6,2,0
2,2,1,0
12,17,5,0
3,4,2,0
2,20,0,0
10,2,4,0
6,9,4,0
3,0,2,0
2,8,1,0
7,14,6,0
0,2,0,0
1,7,0,0
0,5,0,0
2,3,1,0
3,5,2,0
0,1,1,0
1,5,1,0
0,1,0,0
4,4,4,0
3,7,2,0
3,0,4,0
2,10,2,0
1,13,0,0
2,2,1,0
5,4,1,0
2,6,3,0
0,8,1,0
4,9,1,0
0,1,1,0
1,2,0,0
1,3,1,0
6,10,0,0
1,6,0,0
0,1,0,0
7,17,2,0
1,2,0,0
1,5,0,0
1,4,0,0
2,3,0,0
0,2,0,0
4,5,3,0
1,4,0,0
3,2,0,0
1,0,0,0
3,1,0,0
2,4,0,0
3,8,2,0
4,6,2,0
6,2,2,0
9,14,4,0
2,13,3,0
1,3,1,0
0,1,0,0
1,5,1,0
0,2,0,0
0,9,0,0
3,4,2,0
3,3,3,0
1,16,1,0
5,10,1,0
1,0,0,0
3,15,1,0
0,2,0,0
3,5,0,0
8,13,0,0
0,5,1,0
3,5,1,0
1,5,0,0
1,1,2,0
0,11,0,0
0,7,2,0
2,0,0,0
0,2,0,0
7,10,0,0
3,4,0,0
1,3,2,0
3,7,1,0
4,10,1,0
0,1,0,0
1,7,2,0
9,7,7,0
3,7,2,0
1,12,1,0
0,2,1,0
1,4,1,0
1,3,0,0
2,11,0,0
0,4,1,0
4,3,0,0
2,5,1,0
2,10,0,0
0,0,0,0
0,11,2,0
4,5,1,0
8,5,2,0
3,4,3,0
16,24,7,0
0,2,0,0
3,7,0,0
2,0,3,0
1,1,0,0
5,13,3,0
3,5,1,0
3,9,1,0
7,13,9,0
0,0,0,0
0,3,0,0
1,3,0,0
2,20,2,0
0,1,3,0
3,13,2,0
5,2,3,0
1,1,0,0
0,3,0,0
6,11,2,0
0,1,0,0
1,6,1,0
0,2,0,0
5,2,1,0
2,2,0,0
0,2,0,0
0,1,0,0
0,2,1,0
3,8,1,0
2,0,1,0
8,12,8,0
0,2,0,0
2,0,1,0
2,3,7,0
14,26,6,0
0,2,0,0
0,7,1,0
3,8,1,0
16,21,3,0
0,1,0,0
0,2,0,0
1,2,1,0
1,2,0,0
3,5,0,0
2,3,2,0
6,15,1,0
11,18,2,0
0,3,1,0
1,5,1,0
6,2,2,0
0,2,0,0
3,6,2,0
0,5,3,0
3,13,0,0
0,2,0,0
6,15,3,0
3,3,0,0
1,2,1,0
2,15,1,0
5,11,0,0
3,11,3,0
1,2,0,0
3,14,0,0
8,18,0,0
0,6,1,0
2,5,2,0
0,1,0,0
0,1,0,0
15,32,2,0
1,4,0,0
42,72,11,0
0,1,1,0
4,3,2,0
0,2,1,0
0,8,0,0
0,2,0,0
1,0,0,0
3,4,7,0
1,4,1,0
2,1,1,0
0,3,0,0
1,3,2,0
0,6,1,0
0,1,0,0
1,5,2,0
2,6,1,0
5,7,2,0
1,1,0,0
0,2,0,0
15,23,10,0
1,3,0,0
9,19,0,0
3,7,0,0
7,16,1,0
3,1,1,0
8,16,2,0
6,0,2,0
2,1,2,0
0,4,0,0
0,3,0,0
1,2,1,0
1,1,0,0
16,9,7,0
1,2,0,0
0,2,0,0
2,4,2,0
5,12,0,0
0,2,0,0
3,7,0,0
0,3,0,0
1,6,2,0
2,6,0,0
0,2,0,0
4,3,2,0
4,8,1,0
1,4,0,0
0,1,0,0
0,1,0,0
0,2,0,0
2,7,0,0
1,6,0,0
