2,6,3,1,22
0,6,0,1,30
0,5,0,1,28
2,22,4,0,22
9,1,2,1,24
0,2,1,1,26
7,7,6,1,35
1,8,2,1,28
0,5,1,1,23
0,2,0,1,19
1,0,0,1,38
2,7,0,1,35
2,14,4,1,37
0,4,0,1,27
0,2,0,0,24
5,15,2,1,20
1,4,2,1,28
5,3,2,1,27
0,3,1,1,21
1,1,0,1,31
1,9,0,1,36
1,2,1,1,22
0,5,1,0,21
1,5,0,1,26
0,1,0,1,39
0,6,1,1,23
2,1,0,0,28
0,2,0,0,18
0,2,0,1,35
18,16,2,0,35
3,2,1,1,22
0,2,1,1,34
0,1,0,0,26
0,1,0,1,30
2,1,1,0,31
0,1,0,1,18
1,4,0,1,21
0,1,0,0,38
0,4,0,0,27
0,2,0,1,19
4,13,2,0,44
8,7,2,1,28
0,3,1,1,21
3,8,0,1,36
1,2,1,1,30
1,2,0,1,26
3,3,1,0,22
3,5,3,1,23
0,3,0,1,23
0,1,2,1,29
1,4,0,1,20
1,2,1,1,30
4,0,1,1,19
4,3,3,1,27
2,3,1,1,26
0,4,1,1,44
1,3,2,1,37
0,1,0,0,18
4,4,2,1,21
0,1,0,1,40
1,4,1,1,18
4,6,0,1,19
1,5,0,0,28
0,3,0,1,19
5,11,4,1,36
0,5,0,0,22
6,18,1,1,32
0,1,0,1,31
9,17,1,1,29
0,1,0,1,27
0,3,1,0,18
5,7,2,1,30
0,6,1,1,23
3,1,0,0,21
3,0,2,1,29
2,3,1,1,31
2,0,1,0,36
6,1,1,0,43
2,4,3,0,34
2,10,0,1,27
3,3,0,1,33
3,1,5,1,38
1,1,0,1,34
0,1,1,1,19
14,13,5,1,27
3,2,0,1,37
0,2,0,1,28
0,2,0,1,33
2,4,0,1,38
1,6,2,0,46
4,3,0,1,25
8,14,3,1,34
1,8,3,1,22
1,3,1,1,25
2,11,1,1,39
0,3,0,1,20
0,3,1,0,51
9,12,2,1,28
0,8,0,0,24
1,5,0,1,24
5,13,1,0,46
3,7,1,1,27
0,1,0,1,27
1,2,0,0,31
5,9,3,1,32
2,2,1,1,38
10,14,1,1,35
2,13,1,1,29
4,15,3,1,24
4,9,1,1,19
4,8,0,1,23
0,7,0,1,19
0,2,1,1,22
5,11,2,1,26
1,8,3,1,44
0,3,1,1,26
5,11,1,1,42
0,2,0,1,24
7,8,4,0,28
3,9,7,1,28
9,4,3,0,37
0,5,1,1,21
0,14,1,1,19
9,15,1,0,21
0,3,2,1,44
4,13,3,1,28
8,8,0,1,33
0,4,0,1,22
10,27,2,0,28
2,11,1,1,26
1,1,0,1,51
1,4,1,1,22
3,7,1,1,21
3,6,0,1,24
3,9,1,1,34
5,17,0,1,20
4,4,0,0,18
5,9,2,1,27
3,13,1,0,26
0,1,0,1,27
0,11,1,0,27
2,2,2,1,24
0,1,1,1,26
4,4,3,1,30
1,4,0,1,46
0,1,0,1,33
6,21,3,1,32
13,18,7,1,28
4,12,0,1,22
4,4,1,1,31
0,1,0,1,33
0,2,0,0,21
2,5,2,1,42
3,7,2,1,20
0,3,0,0,24
6,32,6,1,38
3,11,2,1,39
0,2,1,1,24
0,1,1,1,28
2,5,1,1,37
4,1,4,1,41
1,5,0,1,22
0,3,0,1,20
2,3,0,1,37
2,2,0,0,44
0,5,0,1,35
0,4,2,1,51
0,7,0,1,24
1,2,1,1,28
0,1,0,1,31
2,3,1,1,34
0,2,1,1,26
0,1,0,1,22
1,4,0,1,32
0,2,1,1,27
14,24,3,1,30
2,4,1,1,26
4,6,2,1,46
2,5,0,1,22
0,2,0,1,44
2,6,2,0,23
1,9,1,1,27
1,4,0,0,29
5,9,0,1,23
0,1,0,1,20
3,9,3,1,27
2,5,2,1,24
11,3,1,0,27
3,5,0,1,21
1,3,4,1,27
6,8,6,1,39
0,1,0,1,30
1,6,1,1,22
6,8,2,1,23
1,2,1,1,31
8,13,0,0,22
2,8,1,0,20
1,1,1,1,26
2,5,0,1,21
4,3,4,1,28
0,1,1,1,21
3,15,1,1,27
1,0,0,0,37
3,0,1,1,31
5,0,5,1,43
11,16,6,1,34
4,0,1,1,44
3,0,1,0,33
2,0,1,0,33
3,0,3,0,38
1,0,0,0,38
2,1,0,1,34
3,0,2,1,35
2,1,1,1,26
14,5,6,1,29
0,1,0,0,39
2,4,1,1,39
2,3,3,1,40
1,4,1,1,22
3,8,0,1,34
3,3,0,0,32
1,5,0,1,20
1,2,2,1,24
2,6,1,1,22
4,8,2,1,21
0,3,0,0,29
0,2,0,1,19
4,6,3,0,39
5,8,0,1,34
11,22,4,1,21
1,5,2,1,34
0,2,0,1,19
1,3,0,1,19
3,7,0,1,38
1,4,2,0,23
1,6,0,0,19
6,9,4,1,26
0,1,0,1,32
2,10,0,1,25
2,3,0,1,30
0,1,0,0,23
0,1,0,1,28
1,8,0,1,35
1,1,0,0,31
3,14,0,1,33
0,1,0,1,45
1,3,1,1,21
2,6,0,0,22
1,3,0,1,27
4,9,7,1,37
1,3,2,1,19
0,1,0,1,27
1,8,1,0,29
4,2,3,1,31
2,7,1,1,24
1,4,0,1,24
0,1,0,1,30
1,4,0,1,26
0,3,1,1,23
3,11,3,0,25
0,5,1,1,33
1,1,0,1,39
0,4,0,1,23
5,4,1,1,29
0,3,0,1,28
1,4,0,1,35
2,4,0,1,28
0,1,1,1,47
3,2,1,0,50
0,1,0,1,31
3,7,2,0,24
1,2,2,1,25
0,4,6,1,36
16,14,5,1,27
5,9,4,1,27
1,1,0,0,36
1,10,1,1,34
1,2,0,0,19
3,2,0,1,26
1,1,0,1,29
0,1,0,1,19
2,8,2,1,30
5,11,1,1,27
5,7,4,1,24
9,8,2,1,32
7,30,2,1,38
4,5,1,1,28
1,6,0,1,42
0,4,0,1,21
0,1,1,1,34
0,3,0,1,44
1,5,0,0,19
4,3,6,1,30
7,13,8,1,50
2,9,1,1,20
3,10,2,1,32
5,10,1,1,34
2,10,2,1,33
1,3,1,0,37
21,52,4,1,37
1,2,2,1,30
1,2,0,0,25
1,1,1,0,20
5,16,0,0,25
0,2,1,0,20
4,2,0,1,29
1,2,2,1,31
8,8,2,1,46
8,15,2,1,26
0,6,1,0,20
2,9,2,1,28
0,2,0,1,19
1,5,2,0,22
2,4,1,0,22
0,1,0,1,22
3,6,0,0,33
0,2,0,0,25
12,43,4,1,25
2,7,1,1,24
1,1,0,1,29
0,1,1,1,26
1,7,4,1,22
0,1,0,1,35
9,9,1,1,25
2,3,0,1,24
1,6,0,1,27
8,8,8,1,32
3,1,2,0,26
3,5,1,1,21
5,3,4,0,28
6,5,0,0,41
1,3,0,1,26
0,3,0,1,24
0,3,1,1,39
1,7,0,0,20
4,7,5,1,27
0,1,1,1,21
0,1,1,1,22
2,0,3,1,29
5,10,2,1,31
8,13,1,1,24
1,1,0,1,18
6,26,0,0,19
3,2,2,1,32
5,6,3,1,22
1,2,0,1,33
0,1,0,1,36
4,27,6,1,23
0,1,0,1,30
5,3,1,1,37
1,4,4,0,37
0,4,1,1,26
2,7,0,0,22
1,3,0,1,20
2,4,4,1,27
2,1,0,1,29
1,1,1,1,38
0,2,0,1,37
0,5,0,1,22
1,1,0,1,19
0,5,0,1,18
0,4,0,0,19
0,1,0,1,19
0,8,0,1,24
0,2,0,1,26
0,2,0,1,23
1,2,0,1,23
1,7,3,1,31
0,1,1,1,26
1,5,0,1,42
1,1,0,1,31
0,6,1,1,18
2,3,0,0,55
0,3,0,0,36
2,11,0,1,25
1,12,0,1,20
2,22,0,1,28
0,5,0,1,36
2,5,1,1,29
1,2,0,1,25
0,4,1,0,18
0,1,0,0,51
3,1,0,1,21
4,2,0,1,25
2,10,1,1,23
0,4,0,1,32
0,3,0,1,22
1,3,3,1,20
5,8,0,1,30
2,4,0,1,19
1,7,0,0,22
4,9,4,1,36
3,9,0,0,18
3,10,2,1,29
0,2,0,1,34
5,14,2,1,22
0,5,2,1,37
0,1,0,1,22
1,5,1,0,31
0,1,1,1,24
0,1,3,1,23
1,3,0,0,28
0,2,0,0,43
1,2,0,0,20
1,2,0,0,20
1,8,0,1,27
1,4,0,1,19
4,9,0,1,35
6,5,2,0,34
1,2,0,1,19
4,10,1,0,24
0,2,2,1,21
5,3,0,1,29
0,4,0,1,24
2,2,1,0,21
0,1,0,1,26
0,4,0,1,42
3,11,0,0,25
1,2,0,1,27
11,27,3,1,42
2,3,1,1,42
1,9,0,1,23
1,4,0,1,20
1,3,0,1,49
2,12,1,1,43
1,0,1,1,32
3,8,0,1,28
0,4,5,1,36
1,4,0,1,26
1,5,1,1,26
0,3,0,1,19
0,5,3,1,37
0,2,3,1,45
4,4,4,1,35
8,5,7,1,26
5,8,0,1,39
0,3,1,1,37
1,4,3,1,31
0,3,1,1,30
3,5,1,1,43
0,2,0,1,26
1,2,1,1,34
1,1,4,1,43
1,1,1,1,18
1,1,0,1,19
5,14,3,1,30
0,1,0,1,32
0,1,1,1,40
0,5,0,0,25
0,3,0,1,18
6,7,3,1,24
2,3,1,1,28
2,11,0,1,28
2,9,3,1,20
1,10,1,1,27
2,2,2,1,27
5,5,4,1,32
1,4,1,1,50
7,8,1,1,22
1,3,0,1,30
1,2,0,1,22
1,1,1,1,21
3,4,1,1,23
0,3,0,0,20
0,2,1,1,27
0,3,0,1,25
2,9,1,0,22
0,5,0,0,24
0,2,2,0,42
0,3,0,1,30
3,3,1,1,25
0,5,3,0,23
0,2,0,1,41
0,4,0,0,20
0,8,0,0,23
1,3,0,1,26
8,25,1,1,28
2,3,1,1,19
1,2,1,1,36
0,1,2,0,32
0,1,0,1,26
0,5,0,1,26
6,1,3,1,29
1,1,0,1,37
8,13,0,0,20
0,3,1,1,25
0,5,0,1,27
0,1,0,1,34
2,3,3,1,26
1,0,4,1,32
0,1,1,1,21
3,8,2,1,28
1,9,0,0,29
2,11,2,0,21
6,2,2,1,36
2,1,2,1,33
0,1,0,1,29
2,6,0,0,21
4,6,3,0,35
3,8,0,1,26
5,9,0,1,29
3,10,1,1,27
1,8,0,1,25
5,7,0,1,34
3,5,0,1,19
0,3,1,0,23
3,4,1,1,26
0,2,2,1,31
0,3,0,1,33
0,1,0,1,30
2,5,1,1,20
1,2,0,1,25
4,4,0,1,29
2,7,2,1,26
3,1,1,1,36
22,7,14,1,29
1,4,1,1,31
0,1,0,1,28
2,3,0,1,22
0,0,0,1,27
0,3,1,1,22
0,2,1,1,24
2,11,0,1,32
0,1,1,1,19
1,0,0,0,45
1,7,1,1,23
4,6,1,1,23
2,4,1,1,41
2,4,4,0,35
6,7,1,0,19
0,2,0,1,18
2,2,0,1,32
3,12,0,1,27
1,2,1,1,26
1,0,0,0,25
0,3,0,1,21
3,6,1,1,19
0,6,1,1,29
4,2,2,1,30
0,1,0,1,19
1,5,0,1,34
0,2,0,0,22
2,6,1,1,25
0,1,0,0,27
2,3,1,1,28
3,9,1,1,22
0,1,0,1,35
7,15,2,1,31
2,1,1,1,31
2,9,0,1,21
0,1,0,1,27
2,2,0,1,34
12,38,3,1,21
0,3,1,1,38
1,7,1,1,33
0,3,0,1,47
0,1,2,1,21
4,2,2,1,35
0,3,1,1,22
23,52,6,1,42
1,6,0,1,48
0,3,0,0,21
3,2,0,1,30
2,2,1,1,28
7,15,0,1,32
1,8,3,1,25
2,5,0,1,21
3,8,2,1,37
5,11,0,1,25
1,4,0,1,46
1,1,2,1,18
0,0,0,1,26
6,2,2,1,21
0,1,0,0,27
1,6,1,1,31
0,2,0,1,18
0,2,0,1,19
0,1,0,1,38
1,20,0,1,32
3,6,1,1,20
1,1,5,1,32
0,1,0,0,31
0,1,2,1,20
0,4,1,1,23
6,15,1,1,43
0,6,1,1,23
0,2,0,1,18
17,28,3,0,27
1,1,0,1,33
1,2,0,1,25
1,3,0,1,29
1,6,1,0,20
6,21,2,1,25
1,2,1,1,41
5,13,2,0,47
3,5,4,0,28
1,5,1,1,38
1,0,1,1,31
5,8,1,0,30
10,26,2,1,26
1,3,0,1,27
2,7,2,1,30
0,1,0,1,25
6,9,1,1,35
4,11,0,1,25
0,1,0,1,28
3,5,0,1,28
9,17,5,1,27
0,1,0,0,30
1,8,2,1,25
1,9,2,0,37
0,3,2,1,21
0,1,1,1,21
0,1,0,1,26
1,5,0,1,21
4,6,1,1,22
1,1,2,0,22
2,5,0,1,35
1,4,4,1,20
0,3,4,1,22
4,4,0,1,33
0,2,0,1,23
1,3,2,1,31
1,3,3,1,35
1,12,1,1,26
1,2,1,0,27
0,3,0,0,29
0,4,1,1,31
5,2,2,0,32
0,1,0,1,32
0,4,0,1,22
5,18,4,1,36
0,1,0,1,19
0,2,0,0,28
0,1,0,0,20
0,1,0,1,30
0,5,0,1,26
3,3,2,1,35
0,5,0,1,37
4,5,0,1,27
1,9,0,1,27
0,8,1,1,27
2,10,2,1,28
0,8,0,0,18
3,10,1,1,26
1,2,1,1,23
0,3,0,1,21
4,3,1,0,35
1,2,1,1,29
4,2,0,0,25
0,5,1,0,31
0,4,0,1,20
0,4,1,0,27
1,5,1,1,20
1,4,0,1,29
3,14,0,1,18
3,1,1,1,26
5,12,2,1,28
1,11,1,1,25
8,5,2,0,41
0,3,2,1,35
0,2,0,1,28
0,2,1,1,30
3,14,2,1,19
0,3,0,1,47
5,10,2,0,20
1,4,0,1,37
0,6,0,1,22
2,3,0,1,30
3,11,2,0,34
0,2,0,1,20
0,1,1,1,28
0,1,0,0,18
10,23,0,1,26
1,7,0,0,42
1,6,0,1,45
0,4,1,0,48
0,2,0,1,27
4,11,3,1,31
13,5,3,1,35
3,3,0,1,32
4,9,3,1,30
5,10,3,1,39
8,16,5,1,25
10,11,6,1,34
1,4,0,1,19
3,1,1,1,34
0,1,0,1,28
2,4,0,1,24
4,2,0,1,34
3,5,0,1,37
3,1,0,1,41
1,7,0,0,30
1,0,0,0,43
13,38,3,1,20
1,4,1,1,18
1,3,1,1,35
1,2,1,1,34
0,2,0,1,22
7,10,0,1,33
3,9,1,1,44
1,7,1,1,38
3,4,2,1,35
1,3,1,1,20
4,3,4,1,30
0,8,1,0,28
5,4,1,1,23
6,9,1,1,28
7,13,0,1,27
5,10,1,0,26
1,12,1,0,34
2,6,0,1,24
1,0,1,1,24
0,2,1,0,28
7,16,6,1,31
9,19,6,1,32
0,12,1,0,25
4,12,2,1,32
1,5,0,1,38
1,7,2,1,30
3,4,0,1,27
4,6,2,1,26
1,15,0,1,33
5,14,1,1,21
2,9,1,1,27
2,10,1,1,26
1,1,3,1,44
0,2,0,1,20
11,35,3,1,28
0,4,1,1,40
8,19,2,0,23
6,12,4,1,25
1,3,0,1,19
3,5,1,0,23
0,2,0,1,25
0,3,0,1,23
0,1,0,0,21
0,5,3,1,32
6,4,5,0,24
1,7,3,1,35
1,7,5,1,47
0,2,0,1,26
3,4,4,1,34
13,13,2,1,28
2,3,0,1,22
4,9,0,1,22
11,23,1,1,29
4,4,0,1,22
2,9,2,1,33
0,1,0,1,27
0,2,0,1,21
3,1,0,1,25
1,2,1,1,22
5,21,0,1,35
7,10,0,1,20
1,7,2,1,24
0,2,0,0,28
3,9,3,1,26
0,3,3,1,26
0,17,1,1,22
8,7,5,1,21
0,3,0,1,44
0,10,1,1,26
0,1,0,1,30
13,22,2,1,33
1,2,0,1,25
2,8,0,0,28
0,3,0,1,29
4,10,0,1,20
3,12,2,1,26
1,3,1,1,19
1,1,0,1,48
0,5,2,0,24
2,2,2,1,26
2,11,0,1,30
3,16,1,1,33
6,6,2,1,27
10,20,3,0,22
0,5,0,1,19
6,10,0,1,28
8,2,1,0,20
1,6,0,1,21
1,4,2,1,25
4,11,3,1,22
1,4,0,0,39
0,6,1,1,29
0,2,1,1,28
2,7,0,1,23
0,1,0,1,20
0,1,0,1,35
0,7,0,1,22
3,2,0,1,22
0,5,0,1,26
0,4,1,0,42
1,10,0,0,22
0,2,1,1,23
8,8,3,1,33
5,19,4,1,18
0,1,1,1,27
0,1,0,1,23
1,3,0,0,37
0,1,0,1,40
2,2,2,1,22
1,4,0,1,19
0,1,0,1,30
1,7,2,1,25
5,4,1,1,26
15,23,10,1,26
0,1,1,1,35
1,1,0,1,46
0,1,0,1,22
2,4,2,1,24
4,3,5,1,24
4,1,4,1,26
4,8,3,1,30
1,2,1,1,27
0,1,0,1,22
0,1,0,0,38
4,10,2,1,40
2,10,0,1,36
4,20,1,0,41
2,4,1,1,18
2,6,1,1,24
0,4,0,1,28
1,5,1,1,32
0,2,1,1,28
2,3,4,1,37
3,14,0,1,26
1,1,2,1,29
5,4,1,1,26
2,3,1,1,30
3,4,1,1,23
2,4,0,1,28
0,1,0,0,29
1,1,1,1,42
1,7,0,1,20
5,7,1,1,38
0,5,0,1,22
1,1,0,0,35
1,5,4,1,29
4,15,1,1,23
0,1,0,1,38
1,1,0,1,19
1,4,1,0,21
5,11,0,0,27
1,3,0,0,20
2,11,1,0,18
3,6,1,1,28
0,1,1,1,18
2,10,1,0,33
1,3,1,1,21
0,2,1,1,21
1,6,1,0,26
0,1,0,1,26
0,5,0,1,22
1,9,1,1,30
3,4,2,1,39
0,1,0,1,23
0,10,1,1,45
1,1,1,1,18
1,2,0,1,23
0,2,0,1,29
2,7,1,0,26
3,5,5,1,43
2,4,1,0,41
0,1,0,1,35
1,3,4,0,26
1,3,0,1,21
2,9,5,1,38
4,2,3,1,25
0,2,0,1,25
0,1,0,0,30
0,1,0,1,27
0,2,0,1,20
0,4,0,1,25
1,2,3,1,23
1,2,0,0,31
8,21,3,1,34
1,1,0,1,28
4,3,0,1,29
2,2,1,1,38
3,5,1,0,30
6,8,4,1,37
1,5,0,1,41
2,12,0,0,43
1,4,0,1,34
1,4,0,1,18
0,7,0,1,29
0,3,0,0,40
0,3,2,1,32
8,16,3,0,42
0,5,1,1,27
6,12,2,1,19
1,2,0,1,37
9,22,9,1,31
3,8,1,1,21
0,8,1,1,19
0,2,1,0,23
0,2,0,1,19
1,1,1,0,25
0,3,0,0,23
2,6,2,1,24
2,3,0,0,41
2,5,1,0,22
4,10,9,1,25
0,5,3,1,34
4,2,0,1,30
3,12,1,1,24
4,15,1,0,21
2,2,0,1,29
0,2,0,1,41
1,2,1,1,26
3,6,2,1,26
2,10,0,1,25
0,3,0,0,22
9,13,3,1,26
0,3,0,0,25
1,3,2,1,29
1,4,0,0,23
1,13,0,1,26
1,3,0,1,30
1,3,1,1,32
0,3,0,0,38
3,5,1,1,18
1,4,0,1,27
2,10,0,1,47
5,4,2,0,36
1,5,1,1,31
0,3,0,1,25
0,2,0,1,42
2,3,1,1,32
1,2,0,1,24
0,4,0,1,38
0,2,0,0,18
1,0,0,1,21
0,3,0,1,23
2,5,0,1,39
0,2,0,1,26
5,21,0,1,33
0,1,0,1,25
0,4,0,1,45
2,4,1,1,30
1,4,1,1,22
0,4,1,1,33
1,5,0,1,22
0,3,0,1,32
3,6,2,1,27
3,20,2,1,28
4,20,0,1,21
1,2,0,1,43
2,0,0,1,29
2,7,1,1,24
1,4,0,1,31
0,1,0,1,33
5,5,1,1,20
3,5,1,1,27
1,5,5,1,20
0,8,0,1,21
2,2,2,1,19
2,2,2,1,27
4,8,0,1,31
0,7,0,1,33
0,2,2,1,58
5,17,0,1,30
0,1,1,1,19
4,5,0,1,24
6,9,4,0,48
0,3,0,1,20
5,6,4,1,27
0,2,2,1,19
5,5,1,1,38
12,15,3,1,35
1,5,0,1,18
2,9,1,1,23
4,16,2,1,24
0,1,0,1,21
0,4,0,1,26
1,2,0,0,40
0,2,1,1,18
4,5,0,1,23
1,5,2,1,32
2,2,0,1,22
0,1,0,1,31
0,1,1,0,34
1,3,0,1,30
0,1,0,0,23
1,4,0,1,36
1,4,0,1,25
0,2,0,1,18
1,1,0,1,21
1,2,0,0,20
2,5,1,1,40
2,8,0,1,39
4,4,1,1,43
0,3,0,1,30
3,7,2,1,25
3,8,1,1,20
1,4,0,1,28
3,4,1,1,23
2,0,4,1,23
4,4,4,1,45
4,4,10,1,24
4,1,0,1,42
0,3,0,1,27
0,1,0,0,30
2,2,2,1,41
0,1,0,1,23
0,2,3,1,20
1,6,1,1,39
0,1,0,1,26
0,3,1,1,33
4,4,1,0,24
0,3,1,1,20
1,0,3,1,38
4,0,2,0,40
1,9,3,1,41
16,9,7,1,38
7,6,1,1,27
6,1,4,1,45
0,2,0,1,30
9,7,7,1,34
2,9,1,1,24
1,5,1,1,24
0,3,0,1,34
1,0,0,0,27
2,6,0,1,24
2,10,3,1,27
2,1,8,1,47
11,30,5,1,25
14,26,6,1,25
0,4,0,1,24
0,4,0,1,19
2,4,3,1,37
2,9,1,1,28
1,2,0,0,25
3,6,6,1,44
2,2,0,1,39
5,7,0,1,29
6,15,0,0,27
1,9,1,0,29
11,11,1,1,33
3,5,0,1,27
5,13,4,1,36
2,1,1,1,29
2,8,1,0,27
0,5,3,1,30
14,25,3,1,27
9,19,1,1,26
11,20,7,1,28
3,15,1,1,27
11,11,1,0,23
6,8,1,1,30
0,5,0,1,34
11,2,2,1,24
2,4,1,0,23
3,6,2,1,18
2,4,2,1,27
11,17,4,1,36
3,8,0,1,38
6,8,7,1,26
18,17,7,1,24
2,4,0,1,50
9,16,2,1,28
5,6,0,1,25
5,12,3,0,39
6,19,1,1,20
1,1,0,0,20
4,1,1,1,27
2,3,2,1,35
4,1,0,1,27
1,0,0,1,33
18,36,6,1,28
4,15,1,1,32
2,1,2,1,43
4,6,0,1,23
1,5,0,0,32
3,2,1,1,40
2,4,1,1,24
5,7,2,1,25
2,7,0,1,38
2,3,0,1,44
0,1,0,1,29
1,4,0,1,23
9,3,3,1,28
0,1,0,1,29
0,2,0,1,44
0,1,0,1,45
7,4,4,1,25
1,3,0,1,31
0,6,0,1,29
5,4,6,1,36
0,3,1,1,38
0,1,2,1,24
0,6,0,0,46
8,19,1,0,29
12,34,3,1,28
1,1,0,1,27
2,4,5,0,38
5,7,0,0,30
2,7,0,1,26
2,4,2,1,24
4,7,1,1,25
0,2,0,1,20
1,7,0,1,24
1,1,3,1,38
0,2,0,0,22
1,2,1,1,26
0,3,0,1,25
6,17,2,1,29
